category_slug,subcategory_slug,text,difficulty,explanation,law_name,law_article,source_url,law_version_date,is_prime,option_a,option_b,option_c,option_d,correct_option
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა შემთხვევაში შეიძლება შეიზღუდოს საჯარო დაწესებულებაში არსებული ინფორმაციის ან ოფიციალური დოკუმენტის გაცნობა?",hard,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 18 გამონაკლისად ასახელებს კომერციულ ან პროფესიულ საიდუმლოებას, ასევე კანონით ან კანონით დადგენილი წესით სახელმწიფო საიდუმლოებად აღიარებულ ინფორმაციას უსაფრთხოების ან სამართალწარმოების ინტერესებისთვის.","საქართველოს კონსტიტუცია","მუხლი 18","","2018-03-23",false,"როდესაც მოთხოვნა მოქალაქის მიერ წერილობით არის წარდგენილი","როდესაც ინფორმაცია ადმინისტრაციულ ორგანოში ინახება","როდესაც დოკუმენტი ოფიციალური ფორმით არის შედგენილი","როდესაც ინფორმაცია შეიცავს დაცულ საიდუმლოებას ან კანონით აღიარებულ სახელმწიფო საიდუმლოებას",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა წესი მოქმედებს ოფიციალურ ჩანაწერებში ადამიანის ჯანმრთელობასთან, ფინანსებთან ან სხვა პირად საკითხებთან დაკავშირებულ ინფორმაციაზე?",medium,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 18 ადგენს, რომ ასეთი ინფორმაცია არავისთვის უნდა იყოს ხელმისაწვდომი თვით ამ ადამიანის თანხმობის გარეშე, გარდა კანონით გათვალისწინებული აუცილებელი შემთხვევებისა.","საქართველოს კონსტიტუცია","მუხლი 18","","2018-03-23",false,"იგი ხელმისაწვდომი არ უნდა იყოს პირის თანხმობის გარეშე, გარდა კანონით გათვალისწინებული შემთხვევებისა","იგი ყოველთვის სრულად საჯაროა ყოველგვარი შეზღუდვის გარეშე","იგი ხელმისაწვდომია მხოლოდ პოლიტიკური პარტიებისთვის","იგი ხელმისაწვდომია მხოლოდ მასობრივი ინფორმაციის საშუალებებისთვის",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა უფლება აქვს პირს საჯარო ხელისუფლების მიერ უკანონოდ მიყენებული ზიანის შემთხვევაში?",medium,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 18 გარანტირებულად ითვალისწინებს სახელმწიფო, ავტონომიური რესპუბლიკის ან ადგილობრივი თვითმმართველობის ორგანოსაგან ან მოსამსახურისაგან უკანონოდ მიყენებული ზიანის სასამართლო წესით სრულ ანაზღაურებას.","საქართველოს კონსტიტუცია","მუხლი 18","","2018-03-23",false,"მხოლოდ ზეპირი ბოდიშის მოთხოვნის უფლება","მხოლოდ ადმინისტრაციული გაფრთხილების მიღების უფლება","სასამართლო წესით სრული ანაზღაურების უფლება","ზიანის ანაზღაურება მხოლოდ არჩევითი წესით",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რომელი ქონებრივი უფლებებია აღიარებული და უზრუნველყოფილი?",easy,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 19 ადგენს, რომ საკუთრებისა და მემკვიდრეობის უფლება აღიარებული და უზრუნველყოფილია.","საქართველოს კონსტიტუცია","მუხლი 19","","2018-03-23",false,"მხოლოდ სარგებლობის დროებითი უფლება","საკუთრებისა და მემკვიდრეობის უფლება","მხოლოდ სახელმწიფოს საკუთრების უფლება","მხოლოდ კომერციული ლიცენზიის უფლება",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა შემთხვევაშია დასაშვები საკუთრების უფლების შეზღუდვა საჯარო ინტერესებისთვის?",medium,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 19 ადგენს, რომ საჯარო ინტერესებისათვის საკუთრების უფლების შეზღუდვა დასაშვებია კანონით განსაზღვრულ შემთხვევებში და დადგენილი წესით.","საქართველოს კონსტიტუცია","მუხლი 19","","2018-03-23",false,"ნებისმიერ შემთხვევაში ადმინისტრაციული მოხერხებულობის გამო","მხოლოდ კერძო პირის მოთხოვნით და შეთანხმების გარეშე","მხოლოდ პოლიტიკური მიზანშეწონილობის საფუძველზე","კანონით განსაზღვრულ შემთხვევებში და დადგენილი წესით",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა პირობით არის დასაშვები აუცილებელი საზოგადოებრივი საჭიროებისათვის საკუთრების ჩამორთმევა?",hard,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 19 საკუთრების ჩამორთმევას უკავშირებს კანონით პირდაპირ გათვალისწინებულ შემთხვევებს, სასამართლოს გადაწყვეტილებას ან ორგანული კანონით დადგენილ გადაუდებელ აუცილებლობას და წინასწარ, სრულ და სამართლიან ანაზღაურებას.","საქართველოს კონსტიტუცია","მუხლი 19","","2018-03-23",false,"კანონით გათვალისწინებულ საფუძველზე და წინასწარი, სრული და სამართლიანი ანაზღაურებით","მხოლოდ ადგილობრივი ორგანოს ზეპირი მითითებით და ანაზღაურების გარეშე","მხოლოდ კერძო კომპანიის მოთხოვნით და შემდგომი შეფასებით","ნებისმიერ დროს, თუ ქონება ეკონომიკურად ღირებულია",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, ვის საკუთრებაში შეიძლება იყოს სასოფლო-სამეურნეო დანიშნულების მიწა, როგორც განსაკუთრებული მნიშვნელობის რესურსი?",hard,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 19 ადგენს, რომ ასეთი მიწა შეიძლება იყოს მხოლოდ სახელმწიფოს, თვითმმართველი ერთეულის, საქართველოს მოქალაქის ან საქართველოს მოქალაქეთა გაერთიანების საკუთრებაში, ხოლო გამონაკლისი შეიძლება დადგინდეს ორგანული კანონით.","საქართველოს კონსტიტუცია","მუხლი 19","","2018-03-23",false,"ნებისმიერი უცხოური ადმინისტრაციული ორგანოს საკუთრებაში","მხოლოდ კერძო უცხოური საწარმოს საკუთრებაში","სახელმწიფოს, თვითმმართველი ერთეულის, საქართველოს მოქალაქის ან მოქალაქეთა გაერთიანების საკუთრებაში","მხოლოდ საერთაშორისო ორგანიზაციის საკუთრებაში",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა უფლებებია დაცული შემოქმედების სფეროში?",easy,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 20 ადგენს, რომ შემოქმედების თავისუფლება უზრუნველყოფილია და ინტელექტუალური საკუთრების უფლება დაცულია.","საქართველოს კონსტიტუცია","მუხლი 20","","2018-03-23",false,"მხოლოდ ადმინისტრაციული წარმოების უფლება","შემოქმედების თავისუფლება და ინტელექტუალური საკუთრების უფლება","მხოლოდ საარჩევნო კამპანიის თავისუფლება","მხოლოდ საჯარო ინფორმაციის გავრცელების უფლება",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა არის დაუშვებელი შემოქმედებით პროცესსა და შემოქმედებით საქმიანობაში?",medium,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 20 ადგენს, რომ შემოქმედებით პროცესში ჩარევა და შემოქმედებითი საქმიანობის სფეროში ცენზურა დაუშვებელია.","საქართველოს კონსტიტუცია","მუხლი 20","","2018-03-23",false,"ინტელექტუალური საკუთრების უფლების დაცვა","კულტურული მემკვიდრეობის დაცვაზე ზრუნვა","შემოქმედებითი ნაწარმოების სასამართლო წესით შეფასება","შემოქმედებით პროცესში ჩარევა და ცენზურა",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, როდის შეიძლება აიკრძალოს შემოქმედებითი ნაწარმოების გავრცელება?",hard,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 20 ადგენს, რომ შემოქმედებითი ნაწარმოების გავრცელების აკრძალვა დასაშვებია მხოლოდ სასამართლოს გადაწყვეტილებით, თუ გავრცელება ლახავს სხვათა უფლებებს.","საქართველოს კონსტიტუცია","მუხლი 20","","2018-03-23",false,"მხოლოდ სასამართლოს გადაწყვეტილებით, თუ გავრცელება ლახავს სხვათა უფლებებს","ნებისმიერი ადმინისტრაციული ორგანოს ზეპირი მითითებით","მხოლოდ მასობრივი ინფორმაციის საშუალების მოთხოვნით","ყოველთვის, როდესაც ნაწარმოები კრიტიკულია",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, ვის აქვს წინასწარი ნებართვის გარეშე საჯაროდ და უიარაღოდ შეკრების უფლება, კანონით დასახელებული გამონაკლისების გარდა?",medium,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 21 ადგენს, რომ ყველას, გარდა თავდაცვის ძალების ან სახელმწიფო ან საზოგადოებრივი უსაფრთხოების დაცვაზე პასუხისმგებელი ორგანოს შემადგენლობაში მყოფი პირებისა, აქვს წინასწარი ნებართვის გარეშე საჯაროდ და უიარაღოდ შეკრების უფლება.","საქართველოს კონსტიტუცია","მუხლი 21","","2018-03-23",false,"მხოლოდ პარლამენტის წევრებს","მხოლოდ საჯარო მოსამსახურეებს","ყველას, გარდა კონსტიტუციით დასახელებული გამონაკლისებისა","მხოლოდ პოლიტიკური პარტიების ხელმძღვანელებს",C
