category_slug,subcategory_slug,text,difficulty,explanation,law_name,law_article,source_url,law_version_date,is_prime,option_a,option_b,option_c,option_d,correct_option
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „ადგილობრივი და საერთაშორისო დამკვირვებლები“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 39 ადგენს/განმარტავს საკითხს „ადგილობრივი და საერთაშორისო დამკვირვებლები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 39,,2025-12-17,false,"არჩევნებზე დაკვირვების უფლება აქვთ ადგილობრივ და საერთაშორისო დამკვირვებელ ორგანიზაციებს, რომლებიც აკმაყოფილებენ ამ კანონით დადგენილ პირობებს და რეგისტრაციას გაივლიან ცესკოში ან შესაბამის საოლქო საარჩევნო...",ამ მუხლის პირველი პუნქტის „ბ“ ქვეპუნქტით გათვალისწინებულ შემთხვევაში ცესკოს სათანადო სამსახური განცხადების მიღებისთანავე პარტიის წარმომადგენელს აძლევს მხარდამჭერთა სიის ნიმუშს,"ცესკოს თავმჯდომარის მოადგილე, ცესკოს მდივანი უნდა აირჩეს საქართველოს პარლამენტის მიერ არჩეულ/საქართველოს პრეზიდენტის მიერ დანიშნულ ცესკოს წევრთაგან","საარჩევნო სუბიექტი ვალდებულია სახელმწიფო აუდიტის სამსახურს წარუდგინოს ინფორმაცია საბანკო ანგარიშის შესახებ, რომლიდანაც მოხდება საარჩევნო კამპანიის დაფინანსება",A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „დამკვირვებელ ორგანიზაციათა რეგისტრაცია“?",hard,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 40 ადგენს/განმარტავს საკითხს „დამკვირვებელ ორგანიზაციათა რეგისტრაცია“.",საქართველოს საარჩევნო კოდექსი,მუხლი 40,,2025-12-17,false,ხელახალი არჩევნების თარიღს განკარგულებით ნიშნავს და საარჩევნო ღონისძიებათა ვადებს განკარგულებით ადგენს ცესკო არჩევნების არჩატარებულად გამოცხადებიდან არაუგვიანეს 7 დღისა,"საერთაშორისო დამკვირვებელ ორგანიზაციას, აგრეთვე იმ ადგილობრივ დამკვირვებელ ორგანიზაციას, რომელიც დაკვირვებას ახორციელებს ერთზე მეტ საარჩევნო ოლქში, რეგისტრაციაში ატარებს ცესკო",აღნიშნული ოქმი შეიძლება გაასაჩივროს/გაასაჩივრონ მხოლოდ საარჩევნო კოლეგიის შესაბამისმა წევრმა/წევრებმა ან/და საქართველოს პრეზიდენტობის კანდიდატმა ამ კანონის 77-ე მუხლის მე-5 პუნქტით დადგენილი წესით და დადგენილ...,კენჭისყრის დღეს კენჭისყრის შენობაში მისვლის შეუძლებლობის შემთხვევაში ამომრჩეველი ხმის გადასატანი საარჩევნო ყუთის მეშვეობით მიცემის მოთხოვნით საუბნო საარჩევნო კომისიას მიმართავს კენჭისყრის დღემდე არაუგვიანეს...,B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „დამკვირვებლის უფლებები“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 41 ადგენს/განმარტავს საკითხს „დამკვირვებლის უფლებები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 41,,2025-12-17,false,საარჩევნო წელს პოლიტიკური პარტიების საარჩევნო კამპანიის ფინანსური მხარდაჭერისათვის საქართველოს სახელმწიფო ბიუჯეტიდან დამატებით გამოიყოფა დაფინანსება სატელევიზიო რეკლამის განთავსების ხარჯების დასაფარავად,ცესკოს განკარგულებას ამ მუხლში აღნიშნული თანხმობის მიცემის შესახებ კენჭი უნდა ეყაროს საქართველოს გენერალური პროკურორის წარდგინების მიღებიდან 3 კალენდარული დღის ვადაში,"დამკვირვებლის, საარჩევნო სუბიექტისა და მედიის წარმომადგენლების მიერ ამ მუხლის მე-2 პუნქტის „ა“–„დ“ ქვეპუნქტების მოთხოვნების დარღვევა გამოიწვევს პასუხისმგებლობას საქართველოს საარჩევნო კანონმდებლობით დადგენილი...","თუ ამ მუხლის პირველი პუნქტით გათვალისწინებული პარტიების რაოდენობა 9-ზე მეტია, ცესკოს წევრის დანიშვნისას უპირატესობა ენიჭება იმ პარტიას, რომელმაც საქართველოს პარლამენტის არჩევნებში უფრო მეტი ხმა მიიღო",C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საარჩევნო სუბიექტის წარმომადგენელი და მისი უფლებამოსილება“?",hard,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 42 ადგენს/განმარტავს საკითხს „საარჩევნო სუბიექტის წარმომადგენელი და მისი უფლებამოსილება“.",საქართველოს საარჩევნო კოდექსი,მუხლი 42,,2025-12-17,false,"ამ კანონით დადგენილი წესით და მისი მიზნებიდან გამომდინარე, საქართველოს საარჩევნო ადმინისტრაციის, საარჩევნო სუბიექტების, სახელმწიფო ხელისუფლებისა და მუნიციპალიტეტის ორგანოების საქმიანობა ხორციელდება ღიად და...","საარჩევნო სუბიექტი უფლებამოსილია ეს თანხა გადაანაწილოს საოლქო და საუბნო საარჩევნო კომისიებში შესაბამის წარმომადგენლებზე, ისე, რომ თითოეულ კომისიაში დაფინანსდეს არაუმეტეს 2 წარმომადგენლის საქმიანობა","საარჩევნო უბნებზე ცესკო უზრუნველყოფს ისეთი ტექნოლოგიის გამოყენებას, რომელიც მხედველობის გამო შეზღუდული შესაძლებლობის მქონე ამომრჩევლებს საარჩევნო ბიულეტენის დამოუკიდებლად შევსების საშუალებას მისცემს","საარჩევნო სუბიექტის (არჩევნებში მონაწილე პარტიის, ამომრჩეველთა საინიციატივო ჯგუფის) წარმომადგენელი საარჩევნო სუბიექტს წარმოადგენს მხოლოდ იმ საარჩევნო კომისიასთან ურთიერთობაში, რომელშიც მას აქვს რეგისტრაცია ამ...",D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „პრესისა და მასობრივი ინფორმაციის სხვა საშუალებების წარმომადგენლები“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 44 ადგენს/განმარტავს საკითხს „პრესისა და მასობრივი ინფორმაციის სხვა საშუალებების წარმომადგენლები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 44,,2025-12-17,false,საარჩევნო პერიოდში საარჩევნო კომისიების სხდომებზე დასწრებისა და კენჭისყრის დღეს კენჭისყრის შენობებში ყოფნის უფლება აქვთ შესაბამის საარჩევნო კომისიაში აკრედიტებულ პრესისა და მასობრივი ინფორმაციის სხვა...,"საარჩევნო სუბიექტი უფლებამოსილია ეს თანხა გადაანაწილოს საოლქო და საუბნო საარჩევნო კომისიებში შესაბამის წარმომადგენლებზე, ისე, რომ თითოეულ კომისიაში დაფინანსდეს არაუმეტეს 2 წარმომადგენლის საქმიანობა","მუნიციპალიტეტის ორგანოთა არჩევნებისას ამომრჩეველთა საინიციატივო ჯგუფს უფლება აქვს, შესაბამის საოლქო და საუბნო საარჩევნო კომისიებში დანიშნოს ორ-ორი წარმომადგენელი",საუბნო საარჩევნო კომისია/საუბნო საარჩევნო კომისიის თავმჯდომარე ვალდებულია დაუყოვნებლივ მოახდინოს სათანადო რეაგირება განცხადებაზე/საჩივარზე და აღმოფხვრას არსებული დარღვევა,A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „წინასაარჩევნო კამპანია (აგიტაცია)“?",easy,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 45 ადგენს/განმარტავს საკითხს „წინასაარჩევნო კამპანია (აგიტაცია)“.",საქართველოს საარჩევნო კოდექსი,მუხლი 45,,2025-12-17,false,"საოლქო საარჩევნო კომისიას აქვს ბეჭედი თავისი სახელწოდებით, შტამპი, ანგარიშსწორებისა და მიმდინარე საბანკო ანგარიშები",წინასაარჩევნო კამპანია (აგიტაცია) იწყება კენჭისყრის დღემდე 60 დღით ადრე,"ცესკოს თავმჯდომარის მოადგილის, ცესკოს მდივნის კანდიდატურის დასახელების უფლება აქვს ცესკოს არანაკლებ 2 წევრს",გამონაკლის შემთხვევაში საქართველოს პრეზიდენტს შეუძლია დაადგინოს რეფერენდუმის გამართვის სხვა ვადა,B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „სააგიტაციო მასალა“?",medium,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 46 ადგენს/განმარტავს საკითხს „სააგიტაციო მასალა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 46,,2025-12-17,false,თბილისის საკრებულოში მაჟორიტარული წესით ასარჩევ კანდიდატთა წარდგენის უფლება აქვთ: ა) არჩევნებში მონაწილე პარტიას; ბ) არანაკლებ 5 წევრისგან შემდგარ ამომრჩეველთა საინიციატივო ჯგუფს,"განცხადებაში უნდა აღინიშნოს პარტიის: ა) სახელწოდება ან/და მისი შემოკლებული დასახელება, თუ ასეთი მითითებულია პარტიის წესდებაში",სააგიტაციო მასალა შეიძლება გამოიფინოს შენობა-ნაგებობებსა და სხვა ობიექტებზე მათი მესაკუთრეების ან მფლობელების თანხმობის შემთხვევაში,უწყებათაშორისი კომისია საქმიანობას წყვეტს ცესკოს მიერ არჩევნების საბოლოო შედეგების ოფიციალურად გამოქვეყნების დღიდან,C
constitutional,election-code,საქართველოს საარჩევნო კოდექსში რომელ საკითხს აწესრიგებს მუხლი 47?,easy,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 47 ადგენს/განმარტავს საკითხს „ამომრჩევლის მოსყიდვა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 47,,2025-12-17,false,კენჭისყრის შედეგების შეჯამება საოლქო საარჩევნო კომისიაში,საარჩევნო ოლქები,გადასატანი საარჩევნო ყუთის მეშვეობით ხმის მიცემა,ამომრჩევლის მოსყიდვა,D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „წინასაარჩევნო აგიტაციისას და კამპანიისას ადმინისტრაციული რესურსების გამოყენების აკრძალვა“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 48 ადგენს/განმარტავს საკითხს „წინასაარჩევნო აგიტაციისას და კამპანიისას ადმინისტრაციული რესურსების გამოყენების აკრძალვა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 48,,2025-12-17,false,საჯარო მოსამსახურეების მიერ საქართველოს საარჩევნო კანონმდებლობის დარღვევის პრევენციისა და დარღვევებზე რეაგირების მიზნით საქართველოს იუსტიციის სამინისტროსთან იქმნება უწყებათაშორისი კომისია,მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს არჩევნებისათვის მზადდება ორი სხვადასხვა სახის საარჩევნო ბიულეტენი,"თუ საქართველოს პარლამენტის არჩევნების თარიღი ემთხვევა საგანგებო ან საომარ მდგომარეობას, არჩევნები ტარდება ამ მდგომარეობის გაუქმებიდან არაუადრეს 45-ე და არაუგვიანეს მე-60 დღისა",ამ მუხლის პირველი პუნქტით გათვალისწინებული საარჩევნო სუბიექტის ანგარიშზე შესაბამისი თანხა ცესკოს არჩევნების შედეგების შემაჯამებელი ოქმის საფუძველზე უნდა ჩაირიცხოს არჩევნების შედეგების შეჯამებიდან არაუგვიანეს...,A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საბიუჯეტო თანხების, თანამდებობრივი ან სამსახურებრივი მდგომარეობის გამოყენების აკრძალვა“?",hard,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 49 ადგენს/განმარტავს საკითხს „საბიუჯეტო თანხების, თანამდებობრივი ან სამსახურებრივი მდგომარეობის გამოყენების აკრძალვა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 49,,2025-12-17,false,ცესკო კენჭისყრამდე არა უგვიანეს 55 დღისა საქართველოს ფინანსთა სამინისტროს წარუდგენს არჩევნების/რეფერენდუმის მომზადებისა და ჩატარების დაფინანსების გეგმას,ამ პუნქტით გათვალისწინებული წესის დარღვევის შემთხვევაში უფლებამოსილ პირს შეუძლია მიმართოს სასამართლოს და მოითხოვოს ხარჯების შეჩერება,პარტია/ამომრჩეველთა საინიციატივო ჯგუფი მერობის კანდიდატის რეგისტრაციისათვის საბუთებს შესაბამის საოლქო საარჩევნო კომისიას წარუდგენს,საარჩევნო უბანი იხსნება კენჭისყრის დღის 6 საათსა და 45 წუთზე,B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „მედიის მიერ წინასაარჩევნო კამპანიის გაშუქების ზოგადი რეგულირებები“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 50 ადგენს/განმარტავს საკითხს „მედიის მიერ წინასაარჩევნო კამპანიის გაშუქების ზოგადი რეგულირებები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 50,,2025-12-17,false,განცხადების/საჩივრის საფუძველზე საოლქო საარჩევნო კომისია უფლებამოსილია განკარგულებით მიიღოს გადაწყვეტილება საუბნო საარჩევნო კომისიიდან მიღებული პაკეტების გახსნისა და საარჩევნო ბიულეტენების ხელახლა დათვლის...,ამ მუხლის პირველი პუნქტის „ბ“ ქვეპუნქტით გათვალისწინებულ შემთხვევაში ცესკოს სათანადო სამსახური განცხადების მიღებისთანავე პარტიის წარმომადგენელს აძლევს მხარდამჭერთა სიის ნიმუშს,"შესაბამისი ტარიფის შეცვლა დასაშვებია ერთხელ, კენჭისყრამდე არაუგვიანეს 35-ე კალენდარული დღისა, გარდა ამ კანონით გათვალისწინებული შემთხვევისა",ხელმოწერები უნდა შეგროვდეს საინიციატივო ჯგუფთან შეთანხმებული და ცესკოს დადგენილი ნიმუშის ფურცელზე,C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „წინასაარჩევნო კამპანიის წარმოების საინფორმაციო უზრუნველყოფა“?",medium,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 51 ადგენს/განმარტავს საკითხს „წინასაარჩევნო კამპანიის წარმოების საინფორმაციო უზრუნველყოფა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 51,,2025-12-17,false,მერობის კანდიდატის სტატუსის მის თანამდებობრივ მდგომარეობასთან შეუთავსებლობა განისაზღვრება ამ კანონის 136-ე მუხლით,"სპეციალური ჯგუფის 8 წევრს, მათ შორის, სპეციალური ჯგუფის ხელმძღვანელ პირებს, ნიშნავს ცესკო ჯგუფის შექმნისთანავე",საუბნო საარჩევნო კომისიის წევრების არჩევამდე შესაბამის კანდიდატთა სია ქვეყნდება ცესკოს ოფიციალურ ვებგვერდზე,"უფასო საეთერო დრო ამ კანონით დადგენილი წესების შესაბამისად თანაბრად ეძლევათ იმ პოლიტიკურ პარტიებს, რომლებმაც ბოლო საპარლამენტო არჩევნებში ხმების 3 პროცენტი მაინც მიიღეს",D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „არჩევნების/რეფერენდუმის მომზადებისა და ჩატარების ფინანსური უზრუნველყოფა“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 52 ადგენს/განმარტავს საკითხს „არჩევნების/რეფერენდუმის მომზადებისა და ჩატარების ფინანსური უზრუნველყოფა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 52,,2025-12-17,false,არჩევნების/რეფერენდუმის მოსამზადებლად და ჩასატარებლად საქართველოს საარჩევნო ადმინისტრაციის მიერ გაწეული ხარჯი და მისი საქმიანობა უფლებამოსილების განხორციელების ვადაში ფინანსდება საქართველოს სახელმწიფო...,"თვითმმართველი ქალაქის/თვითმმართველი თემის მერის არჩევნების ჩატარებისას გამოიყენება ამ კანონით დადგენილი ნორმები, თუ ამ თავით სხვა რამ არ არის გათვალისწინებული",საქართველოს პარლამენტის მორიგი არჩევნები ტარდება საქართველოს პარლამენტის უფლებამოსილების ვადის ამოწურვის კალენდარული წლის ოქტომბრის ბოლო შაბათს,"ამ კანონით დადგენილი წესით და მისი მიზნებიდან გამომდინარე, საქართველოს საარჩევნო ადმინისტრაციის, საარჩევნო სუბიექტების, სახელმწიფო ხელისუფლებისა და მუნიციპალიტეტის ორგანოების საქმიანობა ხორციელდება ღიად და...",A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „არჩევნებისათვის/რეფერენდუმისათვის საჭირო ფულადი სახსრები“?",medium,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 53 ადგენს/განმარტავს საკითხს „არჩევნებისათვის/რეფერენდუმისათვის საჭირო ფულადი სახსრები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 53,,2025-12-17,false,პროპორციული წესით არჩეული თბილისის საკრებულოს გამოკლებული წევრის ადგილმონაცვლე ვალდებულია ცესკოს შეტყობინებიდან 10 დღის განმავლობაში თანხმობა განაცხადოს თბილისის საკრებულოს წევრობაზე,ცესკო კენჭისყრამდე არა უგვიანეს 55 დღისა საქართველოს ფინანსთა სამინისტროს წარუდგენს არჩევნების/რეფერენდუმის მომზადებისა და ჩატარების დაფინანსების გეგმას,"თვითმმართველი თემის ადმინისტრაციულ ცენტრში, სადაც ამომრჩეველთა რაოდენობა 10 000-ზე მეტია, მაგრამ 20 000-ს არ აღემატება, მაჟორიტარული საარჩევნო სისტემით აირჩევა საკრებულოს 3 წევრი","საქართველოს პარლამენტის წევრთა მანდატები განაწილდება იმ პოლიტიკურ პარტიებზე, რომლებმაც არჩევნებში მონაწილე ამომრჩეველთა ნამდვილი ხმების 5 პროცენტი მაინც მიიღეს",B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საარჩევნო/სარეფერენდუმო კამპანიის ხარჯები“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 54 ადგენს/განმარტავს საკითხს „საარჩევნო/სარეფერენდუმო კამპანიის ხარჯები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 54,,2025-12-17,false,კენჭისყრის დღემდე წარდგენილ საუბნო საარჩევნო კომისიის წევრისთვის დისციპლინური პასუხისმგებლობის დაკისრების შესახებ განცხადებაზე/საჩივარზე გადაწყვეტილება მიიღება შესაბამისი განცხადების/საჩივრის წარდგენიდან 7...,"წინასაარჩევნო კამპანიის (აგიტაციის) პერიოდში პოლიტიკურ პარტიას, საარჩევნო სუბიექტობის კანდიდატს, საარჩევნო სუბიექტს უფლება აქვთ, დაამზადონ წინასაარჩევნო მოწოდებები, განცხადებები, წარწერები, ფურცლები...",საარჩევნო/სარეფერენდუმო კამპანია უნდა დაფინანსდეს: ა) პოლიტიკური პარტიის ფონდიდან; ბ) ამომრჩეველთა საინიციატივო ჯგუფის მიერ გახსნილი საარჩევნო ფონდიდან − დამოუკიდებელი კანდიდატის კამპანიის დასაფინანსებლად,საარჩევნო პერიოდში ცესკოს სათანადო სამსახური მხარდამჭერთა სიებს ამოწმებს და დასკვნას წარუდგენს ცესკოს თავმჯდომარეს სიების წარდგენიდან 2 დღის ვადაში,C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „კანონმდებლობა საარჩევნო/სარეფერენდუმო კამპანიის ხარჯების შესახებ“?",hard,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 55 ადგენს/განმარტავს საკითხს „კანონმდებლობა საარჩევნო/სარეფერენდუმო კამპანიის ხარჯების შესახებ“.",საქართველოს საარჩევნო კოდექსი,მუხლი 55,,2025-12-17,false,"ცესკოს თავმჯდომარის მოადგილე, ცესკოს მდივანი, საოლქო ან საუბნო საარჩევნო კომისიის თავმჯდომარე, თავმჯდომარის მოადგილე, კომისიის მდივანი თანამდებობიდან ვადამდე თავისუფლდება შესაბამისი საარჩევნო კომისიის...","განცხადებას უნდა ერთოდეს ასევე საქართველოს პრეზიდენტობის კანდიდატის ხელწერილი, რომ იგი იმავდროულად არ არის სხვა სახელმწიფოს მოქალაქე",თბილისის საკრებულოს არჩევნებისას ამომრჩეველს გადაეცემა ერთი მაჟორიტარული საარჩევნო ბიულეტენი და ერთი პროპორციული საარჩევნო ბიულეტენი,საარჩევნო/სარეფერენდუმო კამპანიის ხარჯების კანონიერება და გამჭვირვალობა უზრუნველყოფილია ამ კანონითა და „მოქალაქეთა პოლიტიკური გაერთიანებების შესახებ“ საქართველოს ორგანული კანონით დადგენილი ნორმებით,D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „ანგარიში საარჩევნო კამპანიის ხარჯების შესახებ“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 57 ადგენს/განმარტავს საკითხს „ანგარიში საარჩევნო კამპანიის ხარჯების შესახებ“.",საქართველოს საარჩევნო კოდექსი,მუხლი 57,,2025-12-17,false,"საარჩევნო სუბიექტობის კანდიდატი/საარჩევნო სუბიექტი ანტიკორუფციულ ბიუროს არჩევნების დანიშვნის დღიდან 3 კვირაში ერთხელ, ანტიკორუფციული ბიუროს მიერ დადგენილი ფორმით წარუდგენს შესაბამის ფინანსურ ანგარიშს",გადასატანი საარჩევნო ყუთის სიაში შესაყვანი ამომრჩევლების შესახებ ინფორმაცია დაუყოვნებლივ უნდა გამოიკრას კენჭისყრის შენობაში თვალსაჩინო ადგილას,"ამომრჩეველი, რომელიც გაივლის მარკირების შემოწმების პროცედურას, გადაინაცვლებს სარეგისტრაციო მაგიდასთან, სადაც ამომრჩეველთა რეგისტრატორი განახორციელებს მის მარკირებას და იგი მიიღებს საარჩევნო ბიულეტენს...","ჩანაწერთა წიგნი გადაეცემა საუბნო საარჩევნო კომისიის მდივანს, რომელიც ვალდებულია კომისიის თავმჯდომარესთან ერთად ჩანაწერთა წიგნში აღრიცხოს კენჭისყრის დღის ყველა საარჩევნო პროცედურა და მიუთითოს მათი...",A
